ID,AGE,INCOME,GENDER,MARITAL,NUMKIDS,NUMCARDS,HOWPAID,MORTGAGE,STORECAR,LOANS,RISK
104062,49,24991,m,married  ,3,4,monthly,y,5,2,bad loss  
103787,41,24990,m,married  ,3,3,monthly,y,4,2,bad loss  
101042,19,24989,m,married  ,1,0,monthly,y,1,1,bad profit
103928,45,24988,m,married  ,3,4,weekly ,y,4,1,bad loss  
101352,21,24988,m,married  ,1,1,weekly ,y,2,1,bad profit
103053,42,24983,f,divsepwid,2,5,weekly ,y,3,3,bad profit
102670,24,24980,f,single   ,1,1,weekly ,n,2,1,bad profit
102397,22,24979,f,single   ,1,1,weekly ,y,2,1,bad profit
100932,36,24974,m,married  ,2,0,weekly ,y,2,1,bad profit
102506,23,24974,m,single   ,1,1,weekly ,y,2,1,bad profit
101568,26,24971,m,married  ,2,2,monthly,y,3,1,bad profit
102975,41,24970,f,divsepwid,3,5,weekly ,n,5,3,bad profit
102267,26,24967,m,single   ,1,3,weekly ,n,2,1,bad profit
101408,21,24961,m,married  ,2,1,monthly,y,3,1,bad profit
102806,25,24959,m,single   ,0,1,monthly,y,1,1,bad profit
102497,23,24958,m,single   ,0,1,monthly,y,3,1,bad profit
103757,40,24954,f,married  ,3,3,weekly ,y,4,2,bad loss  
103556,27,24951,f,divsepwid,3,5,weekly ,n,5,3,bad loss  
101214,20,24945,m,married  ,1,2,weekly ,y,1,1,bad loss  
102526,23,24942,f,single   ,1,3,weekly ,n,2,1,bad profit
101791,36,24939,f,married  ,1,0,weekly ,y,1,2,bad profit
100906,35,24939,f,married  ,2,2,monthly,y,1,2,bad profit
102089,20,24939,m,single   ,1,1,weekly ,n,2,1,bad profit
102683,24,24938,f,single   ,0,2,monthly,y,1,1,bad profit
103133,27,24933,f,divsepwid,2,6,weekly ,n,3,3,bad loss  
101956,25,24931,m,married  ,2,2,monthly,y,1,1,bad profit
101370,21,24924,m,married  ,2,0,weekly ,y,3,2,bad profit
101928,25,24921,f,married  ,1,2,monthly,y,1,1,bad profit
101081,19,24920,m,married  ,2,1,monthly,y,2,1,bad loss  
103379,46,24919,m,divsepwid,2,6,weekly ,y,3,2,bad profit
103632,49,24916,f,divsepwid,2,6,weekly ,y,5,2,bad profit
101821,24,24914,m,married  ,1,2,weekly ,y,2,1,bad loss  
101056,27,24913,m,married  ,2,1,monthly,y,2,1,good risk 
101937,25,24913,m,married  ,1,2,weekly ,y,3,1,bad profit
101540,22,24910,m,married  ,2,1,weekly ,y,3,2,good risk 
102252,30,24907,f,single   ,0,2,monthly,n,3,1,bad profit
102808,25,24904,m,single   ,0,1,weekly ,n,3,1,bad profit
102677,24,24903,m,single   ,0,2,weekly ,n,2,1,bad profit
103383,46,24892,m,divsepwid,4,5,weekly ,n,4,3,good risk 
104029,48,24890,f,married  ,3,3,weekly ,y,4,2,bad profit
103694,50,24887,m,divsepwid,2,6,weekly ,n,5,2,bad loss  
103128,43,24877,f,divsepwid,3,6,weekly ,y,4,2,bad profit
101093,19,24877,m,married  ,1,0,monthly,y,1,2,bad profit
102981,41,24862,m,divsepwid,4,6,weekly ,n,4,3,bad profit
102836,25,24860,f,single   ,1,3,monthly,n,1,1,bad profit
102825,25,24858,m,single   ,1,3,weekly ,n,3,1,bad profit
101810,24,24854,f,married  ,1,1,monthly,y,1,2,bad profit
102546,23,24853,m,single   ,0,1,monthly,y,3,1,bad profit
103296,30,24839,m,divsepwid,4,6,weekly ,n,3,2,good risk 
100927,18,24837,m,married  ,2,2,weekly ,y,1,1,bad profit
100944,18,24832,m,married  ,2,0,weekly ,y,1,1,bad loss  
101381,21,24824,f,married  ,1,0,monthly,y,2,1,bad profit
101924,25,24823,m,married  ,1,0,monthly,y,3,2,bad loss  
101373,21,24823,f,married  ,1,0,weekly ,y,2,1,bad profit
102368,22,24820,m,single   ,0,1,weekly ,y,1,1,bad profit
102384,22,24819,f,single   ,1,3,monthly,y,2,1,bad profit
102702,24,24814,m,single   ,1,1,monthly,y,1,1,bad profit
103373,33,24809,m,divsepwid,2,6,weekly ,n,3,3,bad loss  
102403,22,24806,f,single   ,1,1,monthly,n,2,1,bad profit
102564,34,24800,m,single   ,0,2,weekly ,y,2,1,bad profit
103047,38,24798,f,divsepwid,3,5,weekly ,n,4,3,bad loss  
102980,41,24794,f,divsepwid,4,5,weekly ,n,3,3,bad loss  
102672,24,24793,f,single   ,1,2,monthly,y,3,1,bad profit
101965,25,24789,m,married  ,2,2,weekly ,y,2,2,bad profit
100936,18,24787,f,married  ,1,1,monthly,y,2,2,bad profit
102080,20,24780,f,single   ,0,3,weekly ,y,1,1,bad profit
104066,49,24778,f,married  ,3,3,weekly ,y,5,2,bad loss  
102363,22,24775,m,single   ,1,1,monthly,y,1,1,bad profit
101396,21,24775,m,married  ,1,1,monthly,y,2,1,good risk 
102718,24,24774,f,single   ,1,3,monthly,n,1,1,bad profit
102221,21,24770,m,single   ,1,3,monthly,n,2,1,bad loss  
100911,18,24769,m,married  ,2,0,weekly ,y,3,1,bad profit
101556,22,24766,m,married  ,1,2,monthly,y,3,1,bad profit
103850,43,24764,f,married  ,2,4,monthly,y,5,2,bad profit
101804,24,24762,m,married  ,1,1,monthly,y,2,1,bad profit
101528,22,24758,m,married  ,1,2,weekly ,y,1,1,bad profit
102866,25,24756,m,single   ,1,1,monthly,y,3,1,bad profit
102114,27,24755,m,single   ,1,3,monthly,y,3,1,bad profit
101798,24,24755,f,married  ,1,0,weekly ,y,3,1,bad loss  
101562,33,24751,f,married  ,1,1,weekly ,y,2,2,bad profit
103144,43,24749,m,divsepwid,4,5,weekly ,n,5,2,bad profit
102692,24,24749,m,single   ,1,1,weekly ,y,2,1,bad profit
102118,35,24745,m,single   ,1,1,weekly ,n,3,1,bad profit
102833,25,24741,m,single   ,1,1,weekly ,n,1,1,bad loss  
101974,25,24740,m,married  ,2,0,weekly ,y,2,1,bad profit
102112,29,24738,f,single   ,0,3,weekly ,n,1,1,bad profit
103137,43,24734,f,divsepwid,4,5,weekly ,n,5,3,bad profit
101659,23,24730,f,married  ,2,1,weekly ,y,2,1,bad profit
103297,32,24723,f,divsepwid,4,6,weekly ,n,5,2,bad loss  
103763,40,24723,m,married  ,2,3,monthly,y,4,1,bad loss  
100941,18,24722,f,married  ,2,2,monthly,y,3,2,bad profit
103696,50,24718,m,divsepwid,3,6,weekly ,y,5,3,good risk 
101838,24,24718,f,married  ,1,1,weekly ,y,2,1,bad profit
102094,20,24717,f,single   ,0,3,weekly ,n,3,1,bad profit
102116,32,24715,m,single   ,1,3,weekly ,n,3,1,bad profit
101398,21,24711,m,married  ,1,2,weekly ,y,1,1,bad profit
101971,26,24708,f,married  ,1,2,monthly,y,3,2,bad profit
101359,21,24706,m,married  ,2,2,weekly ,y,3,2,bad profit
103043,42,24703,f,divsepwid,3,6,weekly ,n,3,3,bad loss  
102511,23,24702,m,single   ,0,2,monthly,y,2,1,bad profit
103891,44,24701,f,married  ,2,3,weekly ,y,4,1,bad loss  
101942,25,24698,m,married  ,1,2,weekly ,y,2,2,bad profit
102528,23,24695,m,single   ,0,1,monthly,n,1,1,bad profit
101685,23,24695,m,married  ,1,1,weekly ,y,3,1,bad loss  
100891,37,24682,f,married  ,1,1,monthly,y,2,1,bad profit
101504,22,24676,f,married  ,1,0,monthly,y,3,1,good risk 
101062,36,24673,m,married  ,2,0,weekly ,y,2,1,good risk 
103820,30,24668,f,married  ,3,3,weekly ,y,4,1,bad loss  
102970,41,24665,m,divsepwid,4,5,weekly ,y,4,2,bad loss  
101527,34,24661,f,married  ,1,2,monthly,y,3,1,bad profit
102570,37,24659,f,single   ,1,3,monthly,y,3,1,bad profit
102855,25,24657,f,single   ,0,1,weekly ,n,2,1,bad profit
101696,32,24656,f,married  ,1,2,monthly,y,3,1,bad profit
101390,21,24656,f,married  ,1,0,monthly,y,3,2,bad profit
103637,49,24651,f,divsepwid,3,5,weekly ,y,4,3,bad profit
101843,24,24646,f,married  ,1,0,monthly,y,3,2,bad profit
102251,21,24644,m,single   ,1,2,weekly ,y,3,1,bad profit
101265,20,24643,f,married  ,2,0,monthly,y,3,2,bad loss  
101523,22,24642,m,married  ,2,2,weekly ,y,2,1,bad profit
102727,24,24641,f,single   ,0,3,weekly ,y,1,1,bad profit
101501,22,24639,f,married  ,2,0,monthly,y,3,1,bad profit
101549,22,24635,f,married  ,2,1,monthly,y,3,2,bad profit
103044,42,24632,m,divsepwid,4,6,weekly ,y,4,3,bad loss  
102371,22,24632,m,single   ,0,3,weekly ,n,2,1,bad profit
103923,45,24630,m,married  ,2,4,weekly ,y,4,2,bad loss  
102392,27,24629,m,single   ,1,3,weekly ,y,3,1,bad profit
102424,22,24626,m,single   ,1,3,weekly ,n,1,1,bad profit
101377,21,24624,f,married  ,1,2,monthly,y,2,2,bad profit
101395,29,24622,m,married  ,2,0,weekly ,y,2,2,bad profit
103788,41,24618,f,married  ,2,3,monthly,y,4,1,bad loss  
102669,24,24617,f,single   ,0,3,monthly,n,3,1,bad profit
102856,30,24613,f,single   ,0,2,monthly,y,1,1,bad profit
101386,21,24613,f,married  ,2,1,monthly,y,2,1,bad profit
102551,23,24612,f,single   ,0,3,weekly ,y,1,1,bad profit
101795,38,24608,f,married  ,2,2,monthly,y,3,2,bad loss  
102237,26,24608,m,single   ,0,2,weekly ,n,3,1,bad profit
102257,21,24600,f,single   ,1,2,monthly,n,2,1,bad profit
102696,35,24597,f,single   ,0,1,monthly,n,3,1,bad loss  
101641,23,24596,m,married  ,1,2,weekly ,y,3,1,bad profit
102103,20,24593,m,single   ,0,2,monthly,n,2,1,bad profit
102724,24,24591,f,single   ,0,2,monthly,n,3,1,bad profit
102418,22,24587,f,single   ,0,1,weekly ,y,2,1,bad loss  
102067,20,24582,m,single   ,0,2,monthly,y,3,1,bad profit
101935,25,24580,m,married  ,1,2,monthly,y,1,1,bad profit
102259,21,24579,f,single   ,1,3,weekly ,n,2,1,bad profit
101806,24,24577,m,married  ,1,2,weekly ,y,3,1,bad profit
102700,38,24571,m,single   ,1,3,weekly ,y,1,1,bad profit
102521,23,24570,m,single   ,0,2,weekly ,y,1,1,bad profit
103695,50,24566,m,divsepwid,3,5,weekly ,n,3,3,bad loss  
103692,50,24564,m,divsepwid,2,5,weekly ,y,4,2,bad profit
101383,21,24560,f,married  ,1,2,monthly,y,1,1,bad profit
101670,23,24559,m,married  ,1,0,monthly,y,2,1,bad profit
103215,33,24557,f,divsepwid,2,6,weekly ,n,4,3,good risk 
100940,18,24557,f,married  ,2,1,weekly ,y,2,2,bad profit
100937,18,24555,f,married  ,1,2,weekly ,y,1,2,bad profit
101688,23,24554,f,married  ,1,0,weekly ,y,1,2,bad profit
102376,22,24551,f,single   ,0,1,weekly ,y,2,1,bad profit
103371,46,24549,f,divsepwid,2,5,weekly ,n,4,2,bad profit
103821,42,24540,m,married  ,3,3,weekly ,y,5,2,bad profit
101642,23,24539,f,married  ,2,0,weekly ,y,1,2,bad profit
102901,40,24537,f,divsepwid,3,5,weekly ,y,5,2,bad profit
101218,20,24532,m,married  ,1,1,weekly ,y,1,1,bad profit
101253,20,24530,f,married  ,2,0,monthly,y,3,2,bad profit
102387,22,24529,f,single   ,0,3,monthly,y,2,1,good risk 
103700,32,24528,f,divsepwid,3,5,weekly ,y,4,2,bad profit
103304,45,24528,m,divsepwid,4,5,weekly ,n,4,2,bad profit
103814,42,24528,f,married  ,2,4,weekly ,y,5,1,bad loss  
102846,25,24527,m,single   ,1,2,monthly,y,1,1,bad profit
101649,23,24527,m,married  ,1,2,weekly ,y,3,2,bad profit
103760,40,24519,f,married  ,2,4,monthly,y,5,2,bad loss  
101222,20,24519,m,married  ,1,2,weekly ,y,2,1,bad profit
102087,20,24518,f,single   ,0,3,weekly ,n,2,1,bad profit
101825,24,24517,m,married  ,2,2,weekly ,y,2,1,bad profit
103385,46,24515,m,divsepwid,2,5,weekly ,n,4,2,bad profit
102396,22,24515,f,single   ,0,3,monthly,y,3,1,good risk 
102233,21,24512,m,single   ,1,1,monthly,n,1,1,bad profit
101405,21,24512,f,married  ,2,2,weekly ,y,3,2,bad profit
101226,20,24508,f,married  ,1,0,weekly ,y,2,1,bad profit
102265,32,24505,f,single   ,1,2,monthly,y,3,1,bad profit
100921,26,24504,m,married  ,2,0,weekly ,y,3,2,bad profit
102215,21,24504,f,single   ,0,2,monthly,y,1,1,bad profit
101535,22,24497,f,married  ,1,2,weekly ,y,1,1,good risk 
101067,19,24497,m,married  ,2,2,weekly ,y,1,1,bad profit
102805,25,24489,f,single   ,1,3,weekly ,n,1,1,bad profit
101796,38,24484,f,married  ,2,2,weekly ,y,2,1,bad profit
103474,47,24479,m,divsepwid,3,5,weekly ,n,4,2,bad profit
101564,22,24479,f,married  ,1,2,monthly,y,2,1,bad profit
102417,26,24472,m,single   ,0,1,monthly,n,3,1,bad loss  
101403,21,24469,f,married  ,2,2,weekly ,y,2,1,bad profit
101096,19,24465,f,married  ,1,2,monthly,y,1,1,bad profit
102402,22,24464,m,single   ,1,1,monthly,n,1,1,bad profit
101699,37,24462,f,married  ,2,1,monthly,y,1,1,bad profit
101225,20,24462,f,married  ,2,2,weekly ,y,2,1,bad profit
100926,18,24454,m,married  ,2,2,monthly,y,3,2,bad loss  
101273,20,24452,f,married  ,2,2,weekly ,y,2,1,bad profit
102110,30,24450,f,single   ,0,2,monthly,n,3,1,bad profit
101969,38,24443,m,married  ,1,1,weekly ,y,1,1,bad loss  
102505,23,24429,f,single   ,0,3,weekly ,n,2,1,bad profit
100934,18,24429,f,married  ,2,2,weekly ,y,1,2,bad profit
101940,25,24428,f,married  ,2,2,weekly ,y,1,2,bad profit
102072,20,24421,m,single   ,1,2,weekly ,n,3,1,bad profit
101967,28,24414,f,married  ,1,0,weekly ,y,1,2,bad profit
103377,46,24411,f,divsepwid,4,6,weekly ,n,4,3,bad profit
100935,18,24405,m,married  ,1,0,monthly,y,1,1,bad profit
101368,30,24397,f,married  ,1,1,monthly,y,1,2,bad profit
102572,23,24397,f,single   ,0,2,monthly,y,3,1,bad profit
102268,21,24394,m,single   ,0,1,weekly ,y,1,1,bad profit
103142,43,24387,f,divsepwid,2,6,weekly ,y,5,3,bad profit
102530,23,24384,m,single   ,0,3,monthly,n,3,1,good risk 
101846,24,24380,f,married  ,1,2,monthly,y,3,1,bad profit
102536,29,24377,f,single   ,0,1,weekly ,n,1,1,bad profit
102554,23,24377,f,single   ,1,2,weekly ,n,3,1,bad profit
101522,22,24377,m,married  ,2,0,weekly ,y,3,2,bad profit
102567,23,24376,f,single   ,1,1,monthly,y,2,1,bad profit
103634,28,24374,m,divsepwid,4,6,weekly ,y,4,3,bad loss  
102685,32,24374,f,single   ,1,1,monthly,n,3,1,bad profit
103472,47,24373,f,divsepwid,3,6,weekly ,n,3,3,good risk 
101384,21,24364,f,married  ,1,2,weekly ,y,1,1,bad profit
102217,21,24362,f,single   ,0,3,monthly,n,1,1,bad profit
101650,23,24355,f,married  ,2,0,monthly,y,1,1,bad profit
101206,35,24351,m,married  ,2,0,monthly,y,1,2,bad loss  
101268,32,24350,f,married  ,2,1,monthly,y,3,2,bad profit
103290,45,24345,m,divsepwid,2,6,weekly ,n,3,2,bad profit
102823,26,24342,m,single   ,1,3,monthly,n,2,1,bad profit
101372,21,24335,m,married  ,2,2,monthly,y,1,2,bad profit
100922,28,24332,f,married  ,1,0,weekly ,y,3,1,bad profit
101065,19,24332,m,married  ,2,2,monthly,y,1,2,good risk 
101961,37,24330,m,married  ,1,0,weekly ,y,2,2,bad profit
101355,28,24328,m,married  ,1,2,weekly ,y,3,2,bad profit
103564,27,24327,m,divsepwid,3,5,weekly ,y,5,2,bad loss  
101241,20,24322,m,married  ,1,0,monthly,y,1,2,bad profit
102679,24,24317,f,single   ,0,3,weekly ,y,1,1,bad profit
101818,28,24315,m,married  ,1,1,monthly,y,2,2,bad profit
102254,21,24315,f,single   ,0,3,weekly ,n,1,1,bad profit
103465,47,24314,m,divsepwid,3,6,weekly ,n,3,3,bad loss  
103041,42,24313,f,divsepwid,3,5,weekly ,y,4,2,bad profit
100905,18,24313,m,married  ,2,0,weekly ,y,2,1,bad profit
101938,25,24312,f,married  ,2,0,monthly,y,1,2,bad profit
102726,31,24311,f,single   ,0,3,monthly,n,1,1,bad loss  
101816,24,24307,f,married  ,2,0,weekly ,y,3,1,bad profit
103218,44,24305,m,divsepwid,3,5,weekly ,n,5,2,good risk 
103793,41,24304,m,married  ,2,4,monthly,y,5,1,bad loss  
102258,21,24300,m,single   ,1,2,weekly ,n,1,1,bad profit
101259,20,24296,f,married  ,1,0,weekly ,y,2,1,bad profit
103956,35,24293,f,married  ,3,3,weekly ,y,4,1,bad loss  
101651,23,24290,m,married  ,2,1,monthly,y,1,1,bad profit
102095,20,24290,m,single   ,1,1,monthly,n,3,1,bad profit
102817,25,24284,m,single   ,0,3,monthly,y,2,1,bad profit
101570,22,24281,f,married  ,2,2,weekly ,y,3,1,bad profit
103790,41,24271,f,married  ,3,3,monthly,y,4,2,bad loss  
103462,47,24269,f,divsepwid,2,6,weekly ,y,5,3,good risk 
101513,27,24268,m,married  ,1,1,weekly ,y,2,1,bad profit
101094,19,24258,m,married  ,1,0,monthly,y,2,2,bad profit
101375,21,24252,f,married  ,1,1,monthly,y,1,1,bad profit
101524,28,24250,f,married  ,2,2,weekly ,y,3,1,bad profit
102802,25,24248,m,single   ,1,2,monthly,n,1,1,bad profit
101361,21,24247,m,married  ,1,1,monthly,y,1,2,bad profit
102552,23,24246,m,single   ,1,1,monthly,n,1,1,bad profit
101815,27,24245,f,married  ,2,0,weekly ,y,1,1,bad profit
101248,20,24245,m,married  ,2,2,monthly,y,2,1,bad profit
103141,43,24244,f,divsepwid,2,5,weekly ,n,4,2,bad loss  
100933,18,24241,m,married  ,2,2,monthly,y,1,2,bad profit
102120,20,24240,f,single   ,1,2,weekly ,y,2,1,bad profit
101646,23,24236,f,married  ,2,2,weekly ,y,3,1,bad profit
102723,24,24229,m,single   ,0,2,monthly,n,2,1,bad profit
102061,20,24228,m,single   ,0,3,weekly ,y,2,1,bad profit
101829,24,24227,m,married  ,1,0,weekly ,y,2,1,bad profit
102711,24,24225,f,single   ,1,1,weekly ,n,1,1,bad profit
102077,26,24221,m,single   ,0,2,monthly,y,3,1,bad profit
102253,21,24220,m,single   ,0,3,monthly,n,2,1,bad loss  
101095,19,24217,m,married  ,1,1,weekly ,y,3,2,bad profit
103785,34,24203,f,married  ,3,3,weekly ,y,4,1,bad loss  
102560,28,24191,f,single   ,1,1,monthly,y,3,1,bad profit
102277,21,24175,m,single   ,1,3,weekly ,n,2,1,bad profit
101091,19,24175,m,married  ,2,1,weekly ,y,1,1,bad profit
103042,34,24172,f,divsepwid,3,5,weekly ,n,4,3,bad profit
102968,41,24160,f,divsepwid,2,6,weekly ,n,5,2,bad profit
102563,23,24157,m,single   ,0,2,monthly,y,1,1,bad profit
101927,25,24150,m,married  ,1,1,weekly ,y,1,1,bad profit
102105,20,24148,m,single   ,0,3,weekly ,y,1,1,bad loss  
101837,24,24146,f,married  ,1,0,weekly ,y,2,1,bad profit
101539,32,24136,m,married  ,2,1,monthly,y,1,2,bad profit
101114,19,24135,f,married  ,2,2,weekly ,y,2,1,bad profit
102565,23,24131,f,single   ,0,2,weekly ,n,3,1,bad profit
101060,19,24127,f,married  ,1,1,weekly ,y,2,2,bad profit
101223,20,24118,f,married  ,1,2,weekly ,y,2,2,bad profit
102121,37,24112,m,single   ,1,3,monthly,y,3,1,bad profit
102503,23,24101,m,single   ,0,2,weekly ,n,3,1,bad profit
102803,25,24099,f,single   ,1,2,weekly ,y,2,1,bad profit
102824,25,24098,f,single   ,1,3,weekly ,n,2,1,bad profit
101945,25,24097,f,married  ,1,1,monthly,y,1,1,bad profit
103461,38,24081,f,divsepwid,2,5,weekly ,n,5,2,good risk 
103145,43,24081,m,divsepwid,4,6,weekly ,y,4,3,bad profit
102820,25,24076,m,single   ,0,3,weekly ,y,1,1,bad profit
103380,46,24072,f,divsepwid,2,6,weekly ,y,4,3,bad profit
102848,25,24069,f,single   ,0,1,monthly,n,1,1,bad profit
102858,25,24067,f,single   ,0,3,weekly ,n,1,1,bad profit
101680,23,24061,m,married  ,2,0,weekly ,y,1,2,bad profit
101077,19,24058,m,married  ,2,1,weekly ,y,3,2,bad profit
103052,42,24057,f,divsepwid,4,6,weekly ,n,3,3,bad loss  
104055,49,24056,m,married  ,3,3,monthly,y,4,1,bad loss  
104094,50,24052,f,married  ,2,4,weekly ,y,5,1,bad loss  
101512,22,24049,f,married  ,1,0,monthly,y,3,2,bad profit
102275,21,24042,f,single   ,1,1,monthly,y,2,1,bad profit
103374,28,24039,m,divsepwid,3,6,weekly ,n,4,3,bad loss  
103957,46,24039,m,married  ,3,3,monthly,y,5,1,bad loss  
103372,46,24037,f,divsepwid,2,5,weekly ,n,5,3,bad profit
101112,19,24034,f,married  ,2,0,weekly ,y,2,1,bad profit
103550,48,24027,f,divsepwid,4,5,weekly ,n,4,2,bad loss  
103988,47,24025,f,married  ,3,3,weekly ,y,4,1,bad loss  
103707,50,24017,m,divsepwid,3,6,weekly ,n,4,2,bad loss  
104058,30,24013,f,married  ,2,4,weekly ,y,5,2,bad loss  
101087,36,24012,f,married  ,2,0,monthly,y,1,2,bad profit
101565,22,24006,f,married  ,1,2,weekly ,y,1,1,bad profit
101951,25,24000,f,married  ,1,1,weekly ,y,2,2,bad profit
101089,19,23997,m,married  ,2,0,weekly ,y,3,2,bad loss  
102682,24,23993,m,single   ,1,3,weekly ,y,1,1,bad profit
102523,23,23992,m,single   ,1,1,weekly ,y,2,1,bad profit
101397,21,23991,f,married  ,1,1,weekly ,y,2,1,bad profit
101260,20,23986,f,married  ,1,1,monthly,y,2,1,bad profit
101678,23,23983,f,married  ,1,2,monthly,y,2,2,bad profit
101812,24,23982,f,married  ,1,2,monthly,y,2,2,bad profit
102218,33,23980,m,single   ,0,3,weekly ,n,1,1,bad profit
100919,18,23978,f,married  ,2,0,weekly ,y,1,2,bad profit
101664,29,23969,f,married  ,2,0,monthly,y,3,1,bad profit
101701,23,23955,f,married  ,2,1,weekly ,y,2,1,bad profit
103704,50,23952,f,divsepwid,2,6,weekly ,n,3,3,bad loss  
102556,23,23951,f,single   ,1,3,weekly ,n,1,1,bad profit
102519,27,23949,f,single   ,1,2,weekly ,n,1,1,bad profit
100900,18,23946,f,married  ,2,0,monthly,y,3,2,bad loss  
103468,47,23940,m,divsepwid,2,5,weekly ,n,5,3,bad profit
102976,41,23937,m,divsepwid,3,6,weekly ,y,4,3,good risk 
101072,19,23933,m,married  ,2,0,monthly,y,1,1,bad profit
102681,24,23923,m,single   ,1,2,monthly,y,3,1,bad profit
101221,20,23921,m,married  ,1,2,weekly ,y,1,1,bad profit
103848,43,23910,f,married  ,2,4,monthly,y,4,2,bad loss  
101497,29,23909,m,married  ,1,0,weekly ,y,1,2,bad profit
103045,42,23902,f,divsepwid,2,5,weekly ,y,5,3,good risk 
103888,44,23900,f,married  ,3,4,weekly ,y,4,1,bad loss  
102229,30,23894,m,single   ,1,2,weekly ,y,1,1,bad loss  
102406,22,23893,m,single   ,1,2,monthly,n,1,1,bad loss  
102367,22,23891,f,single   ,0,1,monthly,n,2,1,bad profit
101517,22,23890,m,married  ,2,1,monthly,y,3,1,bad loss  
102091,20,23889,f,single   ,1,3,weekly ,y,3,1,bad profit
101648,23,23885,f,married  ,1,2,monthly,y,1,2,bad profit
102125,20,23875,m,single   ,1,2,monthly,y,3,1,bad profit
102902,40,23874,m,divsepwid,4,6,weekly ,n,5,2,bad loss  
103786,28,23871,m,married  ,3,3,weekly ,y,4,2,bad loss  
103139,43,23861,m,divsepwid,2,5,weekly ,y,3,3,bad loss  
101059,38,23853,f,married  ,1,0,monthly,y,3,1,bad profit
102966,41,23851,f,divsepwid,2,5,weekly ,n,5,2,bad loss  
102504,27,23851,m,single   ,0,3,weekly ,y,2,1,bad profit
102705,36,23848,m,single   ,0,2,monthly,n,3,1,bad loss  
101236,20,23848,m,married  ,2,1,weekly ,y,2,2,bad profit
101690,23,23845,m,married  ,1,1,weekly ,y,2,1,bad profit
103469,47,23838,f,divsepwid,2,6,weekly ,y,3,2,good risk 
103301,45,23837,m,divsepwid,3,6,weekly ,y,5,3,good risk 
102977,41,23836,f,divsepwid,4,5,weekly ,y,4,3,good risk 
101653,23,23834,f,married  ,2,1,weekly ,y,3,1,good risk 
101404,21,23834,m,married  ,2,2,weekly ,y,3,1,bad profit
103893,44,23830,m,married  ,3,3,monthly,y,5,1,bad loss  
102577,23,23830,f,single   ,1,2,monthly,n,3,1,bad profit
101926,25,23827,f,married  ,1,1,monthly,y,2,2,bad profit
102239,21,23821,f,single   ,1,2,weekly ,y,2,1,bad profit
101673,38,23819,f,married  ,2,0,weekly ,y,3,1,bad profit
101068,19,23816,f,married  ,1,0,monthly,y,1,2,bad loss  
103295,45,23808,m,divsepwid,4,6,weekly ,y,4,3,bad loss  
104054,30,23806,f,married  ,3,4,weekly ,y,4,2,bad profit
103130,43,23805,f,divsepwid,2,5,weekly ,n,4,3,bad loss  
100928,18,23796,m,married  ,2,2,weekly ,y,3,1,bad profit
102410,22,23793,f,single   ,0,2,monthly,y,2,1,bad profit
103565,38,23788,m,divsepwid,4,5,weekly ,n,4,2,bad loss  
102122,20,23786,m,single   ,0,1,monthly,n,2,1,bad profit
101936,25,23784,m,married  ,1,2,weekly ,y,2,2,good risk 
102690,24,23779,m,single   ,0,2,weekly ,y,2,1,bad profit
101232,34,23778,m,married  ,2,0,monthly,y,3,1,bad profit
102119,20,23766,m,single   ,1,2,monthly,n,2,1,bad profit
101242,20,23755,m,married  ,1,0,monthly,y,3,2,bad profit
102541,27,23751,m,single   ,1,1,monthly,y,1,1,bad profit
102891,40,23746,f,divsepwid,2,5,weekly ,y,5,2,bad profit
103889,44,23742,f,married  ,3,3,weekly ,y,5,1,bad loss  
101500,30,23740,m,married  ,2,0,monthly,y,2,1,bad profit
101356,21,23739,f,married  ,2,0,monthly,y,1,2,bad profit
102721,24,23735,f,single   ,0,1,weekly ,n,1,1,bad profit
102220,21,23735,m,single   ,1,3,monthly,n,1,1,bad profit
101655,31,23733,m,married  ,1,2,weekly ,y,1,1,bad profit
103387,46,23732,f,divsepwid,2,6,weekly ,n,4,2,bad loss  
101841,24,23729,m,married  ,2,1,weekly ,y,1,2,bad profit
102861,25,23721,m,single   ,0,1,weekly ,y,3,1,bad profit
102271,21,23715,f,single   ,0,1,weekly ,y,3,1,bad loss  
102062,27,23714,m,single   ,1,1,monthly,n,3,1,bad profit
101954,25,23714,f,married  ,2,1,monthly,y,2,1,bad profit
102829,25,23710,f,single   ,1,2,weekly ,n,2,1,bad profit
102887,40,23707,m,divsepwid,2,5,weekly ,n,5,3,bad loss  
101833,24,23703,m,married  ,2,1,weekly ,y,3,2,bad profit
101088,19,23703,m,married  ,2,0,monthly,y,3,1,bad profit
101929,25,23698,f,married  ,2,2,monthly,y,3,1,bad profit
102892,40,23693,f,divsepwid,2,6,weekly ,n,3,3,bad profit
103553,48,23688,m,divsepwid,4,6,weekly ,n,3,3,good risk 
102535,23,23682,m,single   ,0,1,weekly ,y,3,1,bad profit
102407,22,23682,f,single   ,1,2,weekly ,n,2,1,bad profit
101234,20,23680,f,married  ,2,1,monthly,y,2,2,bad profit
100901,18,23677,f,married  ,2,1,monthly,y,2,2,bad profit
101953,25,23671,f,married  ,1,2,weekly ,y,3,2,bad profit
102380,30,23663,f,single   ,1,1,monthly,y,3,1,bad profit
102219,30,23662,f,single   ,1,2,weekly ,n,2,1,bad profit
102500,23,23661,m,single   ,0,1,weekly ,n,2,1,bad profit
